uid smoi rep sr update host_count sym_count free_sym_count hosted_sym_count sym_infectchance free_sym_infectchance hosted_sym_infectchance sym_val free_sym_val hosted_sym_val host_val cfu
1_10 1 10 500 17900 10000 9068 9068 0 0.0904469 0.0904469 -nan -0.0779188 -0.0779188 -nan -0.0784719 10000
1_10 1 10 500 18000 10000 9046 9046 0 0.0938458 0.0938458 -nan -0.122902 -0.122902 -nan -0.0907019 10000
1_10 1 10 500 18100 10000 9053 9053 0 0.0936691 0.0936691 -nan -0.0880047 -0.0880047 -nan -0.0963378 10000
1_10 1 10 500 18200 10000 9011 9011 0 0.0967302 0.0967302 -nan -0.0700211 -0.0700211 -nan -0.0911552 10000
1_10 1 10 500 18300 10000 8949 8949 0 0.0949212 0.0949212 -nan -0.0987044 -0.0987044 -nan -0.093715 10000
1_10 1 10 500 18400 10000 8999 8999 0 0.0944863 0.0944863 -nan -0.0515427 -0.0515427 -nan -0.0978562 10000
1_10 1 10 500 18500 10000 9044 9044 0 0.089176 0.089176 -nan -0.0989925 -0.0989925 -nan -0.0893792 10000
1_10 1 10 500 18600 10000 8978 8978 0 0.096074 0.096074 -nan -0.0828172 -0.0828172 -nan -0.0961949 10000
1_10 1 10 500 18700 10000 8964 8964 0 0.0943246 0.0943246 -nan -0.0793299 -0.0793299 -nan -0.0915736 10000
1_10 1 10 500 18800 10000 9014 9014 0 0.0889379 0.0889379 -nan -0.0877959 -0.0877959 -nan -0.09525 10000
1_10 1 10 500 18900 10000 9010 9010 0 0.0954869 0.0954869 -nan -0.0907657 -0.0907657 -nan -0.0921147 10000
1_10 1 10 500 19000 10000 9009 9009 0 0.0936997 0.0936997 -nan -0.093377 -0.093377 -nan -0.0819766 10000
1_10 1 10 500 19100 10000 9027 9027 0 0.09197 0.09197 -nan -0.0810074 -0.0810074 -nan -0.0848919 10000
1_10 1 10 500 19200 10000 9036 9036 0 0.0934503 0.0934503 -nan -0.096026 -0.096026 -nan -0.0922158 10000
1_10 1 10 500 19300 10000 9055 9055 0 0.0893238 0.0893238 -nan -0.0920993 -0.0920993 -nan -0.100354 10000
1_10 1 10 500 19400 10000 9013 9013 0 0.094207 0.094207 -nan -0.108357 -0.108357 -nan -0.0848917 10000
1_10 1 10 500 19500 10000 9038 9038 0 0.0938602 0.0938602 -nan -0.115118 -0.115118 -nan -0.0940503 10000
1_10 1 10 500 19600 10000 8997 8997 0 0.0951842 0.0951842 -nan -0.104276 -0.104276 -nan -0.0926815 10000
1_10 1 10 500 19700 10000 9016 9016 0 0.0933533 0.0933533 -nan -0.0664029 -0.0664029 -nan -0.088789 10000
1_10 1 10 500 19800 10000 9072 9072 0 0.0896608 0.0896608 -nan -0.0770237 -0.0770237 -nan -0.0776583 10000
1_10 1 10 500 19900 10000 8980 8980 0 0.0942653 0.0942653 -nan -0.0789387 -0.0789387 -nan -0.0821656 10000
1_10 1 10 500 20000 10000 9005 9005 0 0.0917729 0.0917729 -nan -0.0851062 -0.0851062 -nan -0.078014 10000
1_11 1 11 500 0 10000 6301 6301 0 0 0 -nan 0 0 -nan 0 10000
1_11 1 11 500 100 10000 8987 8987 0 0.0944089 0.0944089 -nan -0.0895151 -0.0895151 -nan -0.0824954 10000
1_11 1 11 500 200 10000 8955 8955 0 0.0934462 0.0934462 -nan -0.0965014 -0.0965014 -nan -0.0854373 10000
1_11 1 11 500 300 10000 8955 8955 0 0.0963119 0.0963119 -nan -0.0922611 -0.0922611 -nan -0.0780983 10000
1_11 1 11 500 400 10000 9120 9120 0 0.0887668 0.0887668 -nan -0.0928012 -0.0928012 -nan -0.0768777 10000
1_11 1 11 500 500 10000 9010 9010 0 0.0940962 0.0940962 -nan -0.086894 -0.086894 -nan -0.0886288 10000
1_11 1 11 500 600 10000 9049 9049 0 0.0926829 0.0926829 -nan -0.0874903 -0.0874903 -nan -0.0862587 10000
